song;artist;username;date;retweets;favorites;geo;mentions;hashtags;id;text
Blijf Bij Mij;Ronnie Flex;Selinajane_20;2018-01-11 22:39;0;0;"None";@YouTube ; ;951584346862956544;Ik vind een @YouTube-video leuk: https://t.co/8MlX7yZXJw Een dag met RONNIE FLEX: "Ik ben wel klef" - Jamie blijft plakken (episode 3)
Blijf Bij Mij;Ronnie Flex;OfficieelStef;2018-01-11 15:40;0;3;"None";@YouTube ; ;951478835668832256;Ik vind een @YouTube-video leuk: https://t.co/Bakb7cNI7g Ronnie Flex - Blijf Bij Mij ft. Maan (prod. Jack $hirak)
Blijf Bij Mij;Ronnie Flex;veradavidse;2018-01-11 14:25;0;0;"None";@loeksesamstraat ; ;951460086077108224;@loeksesamstraat Hahaha leave Ronnie flex alone 😭
Blijf Bij Mij;Ronnie Flex;SometimesDevvx;2018-01-11 12:41;0;0;"None";@DarcyLazar ; ;951433801900675072;@DarcyLazar happier en perfect van ed sheeran en touch it van Ariana en blijf bij mij van ronnie flex en maan zijn… https://t.co/OJN3JubPw8
Blijf Bij Mij;Ronnie Flex;Benkeymusic;2018-01-11 09:23;0;0;"None";; ;951384060294770688;Ronnie flex x maan type beat instrumental prod by benkeymusic
Blijf Bij Mij;Ronnie Flex;johanvoets;2018-01-11 07:37;0;3;"None";; ;951357405954281475;Ik kan het nummer van Ronnie Flex en Maan niet horen zonder aan Nelly&amp;Kelly te denken hoor… (of Patti LaBelle, voor… https://t.co/fQ1JIagrkd
4/5;Ronnie Flex;Selinajane_20;2018-01-11 22:39;0;0;"None";@YouTube ; ;951584346862956544;Ik vind een @YouTube-video leuk: https://t.co/8MlX7yZXJw Een dag met RONNIE FLEX: "Ik ben wel klef" - Jamie blijft plakken (episode 3)
4/5;Ronnie Flex;OfficieelStef;2018-01-11 15:40;0;3;"None";@YouTube ; ;951478835668832256;Ik vind een @YouTube-video leuk: https://t.co/Bakb7cNI7g Ronnie Flex - Blijf Bij Mij ft. Maan (prod. Jack $hirak)
4/5;Ronnie Flex;veradavidse;2018-01-11 14:25;0;0;"None";@loeksesamstraat ; ;951460086077108224;@loeksesamstraat Hahaha leave Ronnie flex alone 😭
4/5;Ronnie Flex;SometimesDevvx;2018-01-11 12:41;0;0;"None";@DarcyLazar ; ;951433801900675072;@DarcyLazar happier en perfect van ed sheeran en touch it van Ariana en blijf bij mij van ronnie flex en maan zijn… https://t.co/OJN3JubPw8
4/5;Ronnie Flex;Benkeymusic;2018-01-11 09:23;0;0;"None";; ;951384060294770688;Ronnie flex x maan type beat instrumental prod by benkeymusic
4/5;Ronnie Flex;johanvoets;2018-01-11 07:37;0;3;"None";; ;951357405954281475;Ik kan het nummer van Ronnie Flex en Maan niet horen zonder aan Nelly&amp;Kelly te denken hoor… (of Patti LaBelle, voor… https://t.co/fQ1JIagrkd
