song;artist;username;date;retweets;favorites;geo;mentions;hashtags;id;text
Blijf Bij Mij;Ronnie Flex;chrisjerocks;2018-01-06 21:16;0;0;"None";@sigridtennapel @MAAN ; ;949751451844300801;Loes tegen Ron: Blijf bij mij, ga niet weg. Je bent de enige die ik heb. #broerweggerukt @sigridtennapel @MAAN… https://t.co/FdvB5gxWnD
Blijf Bij Mij;Ronnie Flex;Goudse40;2018-01-06 18:59;0;0;"None";@RonnieFlex2907 @MAAN @RonnieFlex2907 @Broederliefde ; ;949717107977195525;Spotify Top 5 🇳🇱  #1 @RonnieFlex2907 feat. @MAAN - Blijf Bij Mij #2 @RonnieFlex2907 - 4/5 #3 @Broederliefde - Offic… https://t.co/Wm1Wqb4YwU
4/5;Ronnie Flex;amsterdamwerken;2018-01-06 23:21;0;0;"None";; ;949782911213023233;Groepsleerkracht groep 4/5 Amsterd... https://t.co/oW9es3eorl
4/5;Ronnie Flex;dewi_roo;2018-01-06 22:13;0;1;"None";@FemkeNL_ ; ;949765916023250944;@FemkeNL_ kijk al 4/5 jaar lang he
4/5;Ronnie Flex;Goudse40;2018-01-06 18:59;0;0;"None";@RonnieFlex2907 @MAAN @RonnieFlex2907 @Broederliefde ; ;949717107977195525;Spotify Top 5 🇳🇱  #1 @RonnieFlex2907 feat. @MAAN - Blijf Bij Mij #2 @RonnieFlex2907 - 4/5 #3 @Broederliefde - Offic… https://t.co/Wm1Wqb4YwU
4/5;Ronnie Flex;Vincent_Schets;2018-01-06 18:19;0;0;"None";@YouTube ; ;949707001315184645;Ik vind een @YouTube-video leuk: https://t.co/ZuQMVYMvvd Ronnie Flex - 4/5 (behind the scenes)
4/5;Ronnie Flex;MatsSnippenberg;2018-01-06 16:00;0;0;"None";@RonnieFlex2907 ; ;949671934270365696;@RonnieFlex2907 4/5  #GucciGang
4/5;Ronnie Flex;OfficieelStef;2018-01-06 11:30;0;2;"None";@YouTube ; ;949604203437154310;Ik vind een @YouTube-video leuk: https://t.co/DcvWNYDo6a Ronnie Flex - 4/5 (behind the scenes)
4/5;Ronnie Flex;YoramDijk;2018-01-06 09:21;0;0;"None";@NUnl ; ;949571702916251648;@NUnl Gewoon 4/5 weken vakantie als elke andere nederlander = minder werk druk
Officieel;Broederliefde;Lxnnekee;2018-01-06 23:22;0;0;"None";; ;949783188091625472;Hoe lang mag je lenzen officieel achter elkaar in laten zitten?
Officieel;Broederliefde;dutch_lady_nl;2018-01-06 22:58;0;0;"None";@dekoran1 @riekdegigant48 @BLIKOPENER333 ; ;949777291755905024;@dekoran1 @riekdegigant48 @BLIKOPENER333 PvdA is nu voor mij officieel: partij van de Arabieren!
Officieel;Broederliefde;essinq;2018-01-06 22:12;0;1;"None";; ;949765678575341568;z’n allerlaatste cadeautje en m’n hart is nu officieel verbrijzeld en van een brug gegooid https://t.co/5UnYnNtYLm
Officieel;Broederliefde;Jellraiser;2018-01-06 21:22;0;4;"None";; ;949753125497462784;Mijn vrouw en ik hebben officieel afgesproken dat we elkaar nooooit meer "scheet" zullen noemen.   #ikvertrek
Officieel;Broederliefde;joepmensen;2018-01-06 20:56;6;0;"None";@ZiggoSport ; ;949746402296508417;RT @ZiggoSport: Officieel: Coutinho is nu echt van Barça! #ZiggoSport https://t.co/HgeC2Uh8jg
Officieel;Broederliefde;voetbalzonenl;2018-01-06 20:17;0;1;"None";@KevinMirallas96 @Everton @olympiacos_org ; ;949736593920798720;Officieel: @KevinMirallas96 verruilt @Everton per direct voor @olympiacos_org #transfer #efc https://t.co/ZBrNGWzS5A
Officieel;Broederliefde;WoonatelierLuz;2018-01-06 19:46;0;1;"None";; ;949728812350214145;Het is dan zover, vandaag ben ik officieel open gegaan in Schoonhoven (Haven 59). Het deed me goed dat veel Schoonh… https://t.co/TDsXqZJgRG
Officieel;Broederliefde;WendelvdB;2018-01-06 19:35;0;0;"None";; ;949726011431714817;Het is officieel: Ik heb 2 linkerhanden...
Officieel;Broederliefde;headlinessport;2018-01-06 19:29;0;0;"None";; ;949724602892156928;#telegraaf Coutinho officieel naar Barcelona https://t.co/pVk0PS8TlR https://t.co/qswGyrKA3c
Officieel;Broederliefde;JeroenKapteijns;2018-01-06 19:23;2;0;"None";@telesport ; ;949723217048100870;RT @telesport: Coutinho officieel naar Barcelona https://t.co/wO7gpwYEiJ
Officieel;Broederliefde;Plattekar;2018-01-06 19:18;1;0;"None";@ChrisSibon ; ;949721840922103808;RT @ChrisSibon: Het is officieel!  💪💪💪 https://t.co/l7k41wIAP4
Officieel;Broederliefde;televoetbal;2018-01-06 19:18;0;1;"None";; ;949721740824973312;Coutinho officieel naar Barcelona https://t.co/D7zDSguEvp
Officieel;Broederliefde;telesport;2018-01-06 19:18;2;1;"None";; ;949721738195210246;Coutinho officieel naar Barcelona https://t.co/wO7gpwYEiJ
