song;artist;username;date;retweets;favorites;geo;mentions;hashtags;id;text
Blijf Bij Mij;Ronnie Flex;xyentldirksen;2018-01-07 21:35;0;0;"None";; ;950118821087543296;blijf bij mij ga niet weegggg
Blijf Bij Mij;Ronnie Flex;Goudse40;2018-01-07 19:36;0;0;"None";@RonnieFlex2907 @MAAN @RonnieFlex2907 @Broederliefde ; ;950088649881935872;Spotify Top 5 🇳🇱  #1 @RonnieFlex2907 feat. @MAAN - Blijf Bij Mij #2 @RonnieFlex2907 - 4/5 #3 @Broederliefde - Offic… https://t.co/qo1gTdKPaP
Blijf Bij Mij;Ronnie Flex;nescio75;2018-01-07 09:23;0;0;"None";@RonnieFlex2907 ; ;949934591594434561;Zeker zingen Kelly en Nelly 'Blijf bij mij' van @RonnieFlex2907 moeiteloos mee; #dilemma #gekkigheid
4/5;Ronnie Flex;ifoolmyself;2018-01-07 21:25;0;1;"None";; ;950116327678795777;howmany boys have you ever liked — jdjdjd idk probably 4/5? https://t.co/JvjXPoQi8U
4/5;Ronnie Flex;Goudse40;2018-01-07 19:36;0;0;"None";@RonnieFlex2907 @MAAN @RonnieFlex2907 @Broederliefde ; ;950088649881935872;Spotify Top 5 🇳🇱  #1 @RonnieFlex2907 feat. @MAAN - Blijf Bij Mij #2 @RonnieFlex2907 - 4/5 #3 @Broederliefde - Offic… https://t.co/qo1gTdKPaP
4/5;Ronnie Flex;jackswilkx;2018-01-07 18:10;0;1;"None";; ;950067011664732160;think 4/5 days https://t.co/KA3IsB1zs6
4/5;Ronnie Flex;VacaturesAmersf;2018-01-07 15:33;0;0;"None";; ;950027517951275011;Fulltime Medewerker Bediening - Perron 4/5 - Amersfoort https://t.co/4Dd0nP4IX3 Vacature Amersfoort
4/5;Ronnie Flex;bruggigol;2018-01-07 14:28;0;0;"None";@basinho_ ; ;950011329364086784;@basinho_ Suarez to score &amp; give an assist x5.50 en Messi to score &amp; assist x3. Levante met veel missings. Verwacht 4/5 goals voor Barca.
4/5;Ronnie Flex;almilam70;2018-01-07 13:47;0;0;"None";; ;950001031991250944;Haftanın 4/5 günü çalış, hafta sonunu da bunlarla kutla 😅 #nerdebuadalet https://t.co/492WhP9fke
4/5;Ronnie Flex;DolbergAjax;2018-01-07 11:56;0;0;"None";@jonagold__ ; ;949972941638438912;@jonagold__ Hahahahahaha Boetius 10 mil. Die gaat echt nooit meer dan 4/5 opbrengen. Hij is zo slecht
