song;artist;username;date;retweets;favorites;geo;mentions;hashtags;id;text
Blijf Bij Mij;Ronnie Flex;DeGamerLuke;2018-01-01 23:54;1;0;"None";@Denieess_x ; ;947979460556488704;RT @Denieess_x: Als er bier wordt gegooid op Ronnie Flex is iedereen van “oh dat kan echt niet” “respectloos” “dader moet gevonden worden!”…
Blijf Bij Mij;Ronnie Flex;Denieess_x;2018-01-01 23:42;1;31;"None";; ;947976315705192448;Als er bier wordt gegooid op Ronnie Flex is iedereen van “oh dat kan echt niet” “respectloos” “dader moet gevonden… https://t.co/eJvPq6yLSx
Blijf Bij Mij;Ronnie Flex;Claarvoorgeluk;2018-01-01 16:43;0;0;"None";@YouTube ; ;947870911474077697;Ik vind een @YouTube-video leuk: https://t.co/0VXAfyWdhY Ronnie Flex - Blijf Bij Mij ft. Maan (prod. Jack $hirak)
Blijf Bij Mij;Ronnie Flex;joyceverheezen_;2018-01-01 15:36;0;0;"None";@YouTube ; ;947853929991327744;Ik vind een @YouTube-video leuk: https://t.co/3bd7KgjXOy Ronnie Flex - 4/5 (prod. Simon de Wit) PARODY
4/5;Ronnie Flex;DeGamerLuke;2018-01-01 23:54;1;0;"None";@Denieess_x ; ;947979460556488704;RT @Denieess_x: Als er bier wordt gegooid op Ronnie Flex is iedereen van “oh dat kan echt niet” “respectloos” “dader moet gevonden worden!”…
4/5;Ronnie Flex;Denieess_x;2018-01-01 23:42;1;31;"None";; ;947976315705192448;Als er bier wordt gegooid op Ronnie Flex is iedereen van “oh dat kan echt niet” “respectloos” “dader moet gevonden… https://t.co/eJvPq6yLSx
4/5;Ronnie Flex;Claarvoorgeluk;2018-01-01 16:43;0;0;"None";@YouTube ; ;947870911474077697;Ik vind een @YouTube-video leuk: https://t.co/0VXAfyWdhY Ronnie Flex - Blijf Bij Mij ft. Maan (prod. Jack $hirak)
4/5;Ronnie Flex;joyceverheezen_;2018-01-01 15:36;0;0;"None";@YouTube ; ;947853929991327744;Ik vind een @YouTube-video leuk: https://t.co/3bd7KgjXOy Ronnie Flex - 4/5 (prod. Simon de Wit) PARODY
Officieel;Broederliefde;Goudse40;2018-01-01 20:28;0;0;"None";@RonnieFlex2907 @MAAN @RonnieFlex2907 @Broederliefde ; ;947927416277819392;Spotify Top 5 🇳🇱  #1 @RonnieFlex2907 feat. @MAAN - Blijf Bij Mij #2 @RonnieFlex2907 - 4/5 #3 @Broederliefde - Offic… https://t.co/xLFZnlb8GD
Officieel;Broederliefde;NLmuziekpromo;2018-01-01 17:08;0;0;"None";; ;947877127789019137;De mannen van Broederliefde weten niet waar ze het zoeken moeten na bizarre kaarttruc van illusionist https://t.co/snlUVrKqJ6
