song;artist;username;date;retweets;favorites;geo;mentions;hashtags;id;text
JA!;Bizzey;justinedus;2018-01-14 23:58;0;2;"None";@AnneArdon ; ;952691421584207873;@AnneArdon Ja! Bij koperspiraal blijft bij velen pijn wel even aan, want baarmoeder moet wennen aan koper. Maar hee… https://t.co/jcWFMrdAFG
JA!;Bizzey;imkeyyy;2018-01-14 23:56;0;0;"None";@brumthefirst ; ;952690814731374595;@brumthefirst ja!!!!!!!! maar alleen op deze schoenen he
JA!;Bizzey;FransHeuvelmans;2018-01-14 23:54;0;0;"None";@ZPPop1 @NPORadio1 ; ;952690305685491717;#Gratis #media #training voor aspirant #gemeenteraadsverkiezingen2018 leden #politici? Ja! Luister naar @ZPPop1 @NPORadio1 #mooi
JA!;Bizzey;BenKlapwijk;2018-01-14 22:37;0;0;"None";@JackMexicana ; ;952670926738518016;@JackMexicana Ja datmoet wel ja!
JA!;Bizzey;Brigitte_1982;2018-01-14 22:14;0;1;"None";@SaskiaSlotboom ; ;952665353687126018;@SaskiaSlotboom Ja! Precies dat. Hij genoot echt. Jij beetje bijeenkomen van het concert?
JA!;Bizzey;ZuilenV;2018-01-14 22:04;0;0;"None";@bokke1969 ; ;952662768553021440;@bokke1969 Ja! ✅
JA!;Bizzey;jonasdeponas;2018-01-14 21:46;0;2;"None";@youdid @NetflixNL @Stranger_Things ; ;952658240608882688;@youdid @NetflixNL @Stranger_Things Hahahah ja! En het heeft ‘m weer aan het fietsen gekregen. Hij wilde al weken n… https://t.co/BteOGGtVLN
JA!;Bizzey;Elkespauk;2018-01-14 21:41;0;0;"None";@milieucentraal ; ;952657015687565312;@milieucentraal ja! minder gas!
JA!;Bizzey;_NickMuller_;2018-01-14 21:33;0;0;"None";@ReinBijlsma ; ;952655044616314882;@ReinBijlsma Ja! Philip Seymour Hofman zoals je hem nog nooit zag.
JA!;Bizzey;KAFygi;2018-01-14 21:30;0;0;"None";@TadekSolarz @FionaCitroen ; ;952654294897119233;@TadekSolarz @FionaCitroen Ja!
JA!;Bizzey;c_arink;2018-01-14 21:26;0;1;"None";@Sonja89391161 ; ;952653269536595974;@Sonja89391161 Ja! Volg.week weer kijken! En die Mammoet olifanten, ohhh! Ik zelf zou niet zo dichtbij durven komen… https://t.co/1r3lJmPNBY
JA!;Bizzey;Wendyvw84;2018-01-14 21:12;0;0;"None";@rintske ; ;952649571183792129;@rintske Ja! https://t.co/U53bWT0yqU
JA!;Bizzey;ionicasmeets;2018-01-14 21:06;0;1;"None";@ChristianLorist ; ;952648234714976258;@ChristianLorist Ja!
JA!;Bizzey;KeuningBart;2018-01-14 20:59;0;1;"None";; ;952646377439465472;Heb je al eens een VR bril uitgetest zoals de Oculus Rift of de HTC Vive? Ja! Een racing game met PlayStation vr en… https://t.co/mxZixbV1gY
JA!;Bizzey;tijshofmans;2018-01-14 20:58;0;2;"None";@ionicasmeets ; ;952646063021752320;@ionicasmeets Ja!
