song;artist;username;date;retweets;favorites;geo;mentions;hashtags;id;text
Blijf Bij Mij;Ronnie Flex;Goudse40;2018-01-05 20:17;0;0;"None";@RonnieFlex2907 @MAAN @RonnieFlex2907 @Broederliefde ; ;949374328080084992;Spotify Top 5 🇳🇱  #1 @RonnieFlex2907 feat. @MAAN - Blijf Bij Mij #2 @RonnieFlex2907 - 4/5 #3 @Broederliefde - Offic… https://t.co/IO19GQPaqo
4/5;Ronnie Flex;Goudse40;2018-01-05 20:17;0;0;"None";@RonnieFlex2907 @MAAN @RonnieFlex2907 @Broederliefde ; ;949374328080084992;Spotify Top 5 🇳🇱  #1 @RonnieFlex2907 feat. @MAAN - Blijf Bij Mij #2 @RonnieFlex2907 - 4/5 #3 @Broederliefde - Offic… https://t.co/IO19GQPaqo
4/5;Ronnie Flex;WrSchollevaar;2018-01-05 12:45;0;0;"None";; ;949260466651648001;#WeatherReport 13:45 Temp 8,4/8,4/5,6°C Rain 3,0/22,8/22,8mm Wind 2,7m/s W Baro 995,33hPa RH 91% Sun 11/102Wm2 UV 0,0/0,0
4/5;Ronnie Flex;xmereltjexx;2018-01-05 11:26;0;0;"None";@YouTube ; ;949240791213494272;Ik vind een @YouTube-video leuk: https://t.co/lz3qYGQ9SY Ronnie Flex - 4/5 (behind the scenes)
4/5;Ronnie Flex;WrSchollevaar;2018-01-05 10:45;0;0;"None";; ;949230265263689728;#WeatherReport 11:45 Temp 7,4/8,4/5,6°C Rain 2,4/22,2/22,2mm Wind 2,2m/s SW Baro 995,60hPa RH 92% Sun 60/69Wm2 UV 0,0/0,0
4/5;Ronnie Flex;WrSchollevaar;2018-01-05 08:45;0;0;"None";; ;949200066467782656;#WeatherReport 09:45 Temp 6,8/8,4/5,6°C Rain 2,4/22,2/22,2mm Wind 1,8m/s SW Baro 995,70hPa RH 94% Sun 16/18Wm2 UV 0,0/0,0
4/5;Ronnie Flex;WrSchollevaar;2018-01-05 06:45;0;0;"None";; ;949169867416010753;#WeatherReport 07:45 Temp 6,1/8,4/5,6°C Rain 2,0/21,8/21,8mm Wind 1,8m/s SSW Baro 994,42hPa RH 92% Sun 0/0Wm2 UV 0,0/0,0
4/5;Ronnie Flex;AshwinMadnani;2018-01-05 06:15;3;0;"None";@Team_MGarrix ; ;949162360421326849;RT @Team_MGarrix: Round 2 : [4/5]
4/5;Ronnie Flex;WrSchollevaar;2018-01-05 04:45;0;0;"None";; ;949139668703985664;#WeatherReport 05:45 Temp 5,6/8,4/5,6°C Rain 2,0/21,8/21,8mm Wind 1,3m/s --- Baro 993,16hPa RH 91% Sun 0/0Wm2 UV 0,0/0,0
4/5;Ronnie Flex;benhayoun_jenna;2018-01-05 00:11;3;0;"None";@Team_MGarrix ; ;949070736857161728;RT @Team_MGarrix: Round 2 : [4/5]
