song;artist;username;date;retweets;favorites;geo;mentions;hashtags;id;text
Skittle Stacking;Josylvio;Vincent_Schets;2018-01-12 23:30;0;0;"None";@YouTube ; ;951959632905416704;Ik vind een @YouTube-video leuk: https://t.co/Ixp4EtDVqh Josylvio - Skittle Stacking (prod. Esko)
Skittle Stacking;Josylvio;jerrvl;2018-01-12 23:01;0;0;"None";@YouTube ; ;951952332119592960;Ik vind een @YouTube-video leuk: https://t.co/yWHM9U7KJ4 Josylvio - Skittle Stacking (prod. Esko)
Skittle Stacking;Josylvio;AXEDNL;2018-01-12 18:58;0;1;"None";; ;951891080823308289;Nieuwe Videos: Lijpe, Ismo, Priester, Josylvio, Chivv, Bizzey, Jacin Trill, Bokoesam, Frenchie B https://t.co/93s14veQMv
Skittle Stacking;Josylvio;Imkevdoorn;2018-01-12 18:40;0;2;"None";; ;951886599410864128;Ik vind de stem van Josylvio echt fijn om naar de luisteren
Skittle Stacking;Josylvio;OMGitsTiesto;2018-01-12 16:36;0;2;"None";@YouTube ; ;951855411212075008;Ik vind een @YouTube-video leuk: https://t.co/6zHrdtTG9o Josylvio - Skittle Stacking (prod. Esko)
Skittle Stacking;Josylvio;Jonnadinho;2018-01-12 15:37;0;0;"None";@YouTube ; ;951840518690009089;Ik vind een @YouTube-video leuk: https://t.co/Q83yOLh6rd Josylvio - Skittle Stacking (prod. Esko)
Skittle Stacking;Josylvio;NLmuziekpromo;2018-01-12 14:09;0;0;"None";; ;951818446429278209;Video: Josylvio – Skittle Stacking (prod. Esko) https://t.co/H1DJCnw9fy
Skittle Stacking;Josylvio;issajaiim;2018-01-12 13:24;0;0;"None";@YouTube ; ;951807217019375617;Ik vind een @YouTube-video leuk: https://t.co/bipvFdetJO Josylvio - Skittle Stacking (prod. Esko)
Skittle Stacking;Josylvio;AXEDNL;2018-01-12 13:14;0;0;"None";; ;951804639741136897;RBDjan - King (Album) ft Lijpe, Kempi, Adje, Josylvio en meer! https://t.co/wKbrALlZr6
Skittle Stacking;Josylvio;AlessandroVanAs;2018-01-12 10:40;6;0;"None";@Josylvio ; ;951765823189929984;RT @Josylvio: Vannacht a niffaaaaauwwss. https://t.co/4QwptoB2rQ
Skittle Stacking;Josylvio;PyssonDamien;2018-01-12 00:50;3;0;"None";@Josylvio ; ;951617275806830593;RT @Josylvio: Mijn nieuwe single #SkittleStacking is NU NU NU uit. Stream ietssss. Morgen herresss met die videoclip. 💰💰🔥🔥 https://t.co/H4i…
Blijf Bij Mij;Ronnie Flex;hayleyoakley_;2018-01-12 22:21;0;0;"None";; ;951942196558745600;I want to listen to dutch music, but I want to listen to dutch music that isn’t ronnie flex, and that seems like an impossible condition😶
Blijf Bij Mij;Ronnie Flex;xmereltjexx;2018-01-12 22:09;0;1;"None";@YouTube ; ;951939273833447424;Ik vind een @YouTube-video leuk: https://t.co/tTEGQlYtLX Een dag met RONNIE FLEX: "Ik ben wel klef" - Jamie blijft plakken (episode 3)
Blijf Bij Mij;Ronnie Flex;Vincent_Schets;2018-01-12 22:01;0;0;"None";@YouTube ; ;951937168712204288;Ik vind een @YouTube-video leuk: https://t.co/5qUQ3Socxk Ronnie Flex 4/5 x Broederliefde Officieel Reaction Harvey Don TV
Blijf Bij Mij;Ronnie Flex;OMGitsTiesto;2018-01-12 21:12;0;4;"None";; ;951924873001078787;4/5 van Ronnie Flex https://t.co/Z9KTt7RmWy #NowPlaying
Blijf Bij Mij;Ronnie Flex;Mr_Bazzate;2018-01-12 14:45;0;0;"None";@LostAtSea_x ; ;951827586346340353;@LostAtSea_x Hmmm ik denk zaterdag voor Ronnie Flex 😉
JA!;Bizzey;Vincent_Schets;2018-01-12 23:28;0;0;"None";@YouTube ; ;951959159041351680;Ik vind een @YouTube-video leuk: https://t.co/ygO0dAhUGj Bizzey - JA! ft. Kraantje Pappie, Chivv &amp; Yung Felix
JA!;Bizzey;TjApPiEbAkKeR;2018-01-12 22:14;0;0;"None";@YouTube ; ;951940590836551680;I liked a @YouTube video https://t.co/PTJEtBHFYE Bizzey - JA! ft. Kraantje Pappie, Chivv &amp; Yung Felix
JA!;Bizzey;_Maximx;2018-01-12 21:17;0;0;"None";@YouTube ; ;951926066343497728;Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/wh0hAOxv2E Bizzey - JA! ft. Kraantje Pappie, Chivv &amp; Yung
JA!;Bizzey;AXEDNL;2018-01-12 18:58;0;1;"None";; ;951891080823308289;Nieuwe Videos: Lijpe, Ismo, Priester, Josylvio, Chivv, Bizzey, Jacin Trill, Bokoesam, Frenchie B https://t.co/93s14veQMv
JA!;Bizzey;Goudse40;2018-01-12 17:06;1;1;"None";@bizzey @kraantjepappie @CPeetjee @blof @Geike_ ; ;951862951966846976;iTunes Top 5 🇳🇱  #1 @bizzey feat. @kraantjepappie &amp; @CPeetjee - Ja! #2 @blof feat. @Geike_ Arnaert - Zoutelande #3… https://t.co/LV0lURutX9
JA!;Bizzey;Lears_;2018-01-12 15:52;0;0;"None";@YouTube ; ;951844400476368896;Ik vind een @YouTube-video leuk: https://t.co/SzzeNMaXvG Bizzey - JA! ft. Kraantje Pappie, Chivv &amp; Yung Felix
JA!;Bizzey;DanielReview;2018-01-12 15:51;0;0;"None";@YouTube ; ;951844054500872192;Ik vind een @YouTube-video leuk: https://t.co/j2mckyQ1wE Bizzey - JA! ft. Kraantje Pappie, Chivv &amp; Yung Felix
JA!;Bizzey;Jonnadinho;2018-01-12 15:41;0;0;"None";@YouTube ; ;951841647817560064;Ik vind een @YouTube-video leuk: https://t.co/fNf4Sbi1HM Bizzey - JA! ft. Kraantje Pappie, Chivv &amp; Yung Felix
JA!;Bizzey;YungFelix;2018-01-12 15:23;2;0;"None";@Fullscreenclips @bizzey @kraantjepappie @CPeetjee @YungFelix ; ;951837081151602689;RT @Fullscreenclips: Nieuwe clip: @bizzey f/ @kraantjepappie, @CPeetjee &amp; @YungFelix - ‘Ja’ door Caio Silva &amp; Fergus Riem Vis. https://t.co…
JA!;Bizzey;Fullscreenclips;2018-01-12 15:07;2;1;"None";@bizzey @kraantjepappie @CPeetjee @YungFelix ; ;951833115894472704;Nieuwe clip: @bizzey f/ @kraantjepappie, @CPeetjee &amp; @YungFelix - ‘Ja’ door Caio Silva &amp; Fergus Riem Vis. https://t.co/gfowI3yXTm
JA!;Bizzey;Meikebe;2018-01-12 14:14;0;0;"None";; ;951819685888217088;Bizzey komt met een debuutalbum en z'n eerste track en video zijn stiekem gewoon leuk. 'Het antwoord op je vraag is… https://t.co/JUOo35rSoB
