song;artist;username;date;retweets;favorites;geo;mentions;hashtags;id;text
Blijf Bij Mij;Ronnie Flex;Goudse40;2018-01-01 20:28;0;0;"None";@RonnieFlex2907 @MAAN @RonnieFlex2907 @Broederliefde ; ;947927416277819392;Spotify Top 5 🇳🇱  #1 @RonnieFlex2907 feat. @MAAN - Blijf Bij Mij #2 @RonnieFlex2907 - 4/5 #3 @Broederliefde - Offic… https://t.co/xLFZnlb8GD
Blijf Bij Mij;Ronnie Flex;Claarvoorgeluk;2018-01-01 16:43;0;0;"None";@YouTube ; ;947870911474077697;Ik vind een @YouTube-video leuk: https://t.co/0VXAfyWdhY Ronnie Flex - Blijf Bij Mij ft. Maan (prod. Jack $hirak)
4/5;Ronnie Flex;Goudse40;2018-01-01 20:28;0;0;"None";@RonnieFlex2907 @MAAN @RonnieFlex2907 @Broederliefde ; ;947927416277819392;Spotify Top 5 🇳🇱  #1 @RonnieFlex2907 feat. @MAAN - Blijf Bij Mij #2 @RonnieFlex2907 - 4/5 #3 @Broederliefde - Offic… https://t.co/xLFZnlb8GD
4/5;Ronnie Flex;Marco_Langbroek;2018-01-01 17:19;0;1;"None";; ;947879852580986881;(4/5) Het #weer van 2017 in de binnenstad van #Leiden in cijfers en grafieken. 2017 was een erg nat jaar, met een j… https://t.co/4p59Gs1gor
4/5;Ronnie Flex;joyceverheezen_;2018-01-01 15:36;0;0;"None";@YouTube ; ;947853929991327744;Ik vind een @YouTube-video leuk: https://t.co/3bd7KgjXOy Ronnie Flex - 4/5 (prod. Simon de Wit) PARODY
Officieel;Broederliefde;niekwvink;2018-01-01 23:34;26;0;"None";@BoswachterChar ; ;947974306964877317;RT @BoswachterChar: Vanaf vandaag ben ik officieel boswachter, hoera! Ik wens jullie een prachtig, gezond, gelukkig en groen 2018! 💚✨ #staa…
Officieel;Broederliefde;rocky91261;2018-01-01 21:35;26;0;"None";@BoswachterChar ; ;947944439217049600;RT @BoswachterChar: Vanaf vandaag ben ik officieel boswachter, hoera! Ik wens jullie een prachtig, gezond, gelukkig en groen 2018! 💚✨ #staa…
Officieel;Broederliefde;shireenkhan;2018-01-01 20:58;20;0;"None";@hoterminus ; ;947935043233746946;RT @hoterminus: Massadeportaties aanstaande. In Israël worden ze officieel "infiltranten" genoemd. Eerder werden Ethiopische vrouwen bij aa…
Officieel;Broederliefde;EgbertdeHoop48;2018-01-01 20:55;20;0;"None";@hoterminus ; ;947934300804182017;RT @hoterminus: Massadeportaties aanstaande. In Israël worden ze officieel "infiltranten" genoemd. Eerder werden Ethiopische vrouwen bij aa…
Officieel;Broederliefde;KesTeab;2018-01-01 20:53;20;0;"None";@hoterminus ; ;947933898360676352;RT @hoterminus: Massadeportaties aanstaande. In Israël worden ze officieel "infiltranten" genoemd. Eerder werden Ethiopische vrouwen bij aa…
Officieel;Broederliefde;Kath_74;2018-01-01 20:45;20;0;"None";@hoterminus ; ;947931936114298880;RT @hoterminus: Massadeportaties aanstaande. In Israël worden ze officieel "infiltranten" genoemd. Eerder werden Ethiopische vrouwen bij aa…
