Position,"Track Name",Artist,Streams,URL
1,"Skittle Stacking",Josylvio,269600,https://open.spotify.com/track/59w0fAZRp7Oa3qcWMPvfNt
2,"Blijf Bij Mij","Ronnie Flex",256521,https://open.spotify.com/track/7EyvmcYx7WzeBi2cY9RmIi
3,JA!,Bizzey,255151,https://open.spotify.com/track/5es8kaTPXX5ikcBchdHbtV
4,4/5,"Ronnie Flex",246147,https://open.spotify.com/track/7cAxokBbnclXF6skY38Nd9
5,Officieel,Broederliefde,182466,https://open.spotify.com/track/3e0gMtgOOLGPFLzPWR7xzb
6,Havana,"Camila Cabello",169322,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
7,"River",Eminem,167957,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
8,Cono,Puri,160658,https://open.spotify.com/track/7tXCV0UwFwBxqum6i25you
9,"Finesse","Bruno Mars",138075,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
10,rockstar,"Post Malone",136024,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
11,Vervloekt,Frenna,128238,https://open.spotify.com/track/5VjqFNoLNl0xvG50diCuwx
12,Wolves,"Selena Gomez",127648,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
13,"I Miss You","Clean Bandit",126354,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
14,"In Amsterdam","Sevn Alias",118911,https://open.spotify.com/track/4QXLXEcGPl18ghSz4cSEzP
15,"Him & I",G-Eazy,114083,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
16,Nikes,"Jacin Trill",113525,https://open.spotify.com/track/2q7YXqDuLVbmNqfDYbvBF0
17,Zoutelande,BLOF,112059,https://open.spotify.com/track/1rQfM1l1gcZF1tKJtLYRnm
18,Perfect,"Ed Sheeran",106778,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
19,"So Far Away","Martin Garrix",106293,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
20,Stargazing,Kygo,103922,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
21,"New Rules","Dua Lipa",101370,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
22,"All Falls Down","Alan Walker",100861,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
23,Merry,"Nafthaly Ramona",99483,https://open.spotify.com/track/3hHHaTr65mG7bpApRW5CZQ
24,Patsergedrag,"Sevn Alias",98667,https://open.spotify.com/track/4tNpAeDH7S7cJGEo28Ogi4
25,"Too Good At Goodbyes","Sam Smith",92956,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
26,Anywhere,"Rita Ora",92716,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
27,Silence,Marshmello,89324,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
28,"What Lovers Do","Maroon 5",88753,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
29,"Echame La Culpa","Luis Fonsi",88257,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
30,"Perfect Duet","Ed Sheeran",88195,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
