Position,"Track Name",Artist,Streams,URL
1,"Blijf Bij Mij","Ronnie Flex",218459,https://open.spotify.com/track/7EyvmcYx7WzeBi2cY9RmIi
2,4/5,"Ronnie Flex",194827,https://open.spotify.com/track/7cAxokBbnclXF6skY38Nd9
3,Officieel,Broederliefde,155432,https://open.spotify.com/track/3e0gMtgOOLGPFLzPWR7xzb
4,"River",Eminem,143064,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
5,Havana,"Camila Cabello",134091,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
6,rockstar,"Post Malone",116602,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
7,Wolves,"Selena Gomez",110974,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
8,"New Rules","Dua Lipa",107745,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
9,Vervloekt,Frenna,103568,https://open.spotify.com/track/5VjqFNoLNl0xvG50diCuwx
10,"Perfect Duet","Ed Sheeran",99593,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
11,"In Amsterdam","Sevn Alias",95301,https://open.spotify.com/track/4QXLXEcGPl18ghSz4cSEzP
12,"What Lovers Do","Maroon 5",94525,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
13,Cono,Puri,92954,https://open.spotify.com/track/7tXCV0UwFwBxqum6i25you
14,"I Miss You (feat. Julia Michaels)","Clean Bandit",91677,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
15,Perfect,"Ed Sheeran",90564,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
16,Stargazing,Kygo,89749,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
17,"Let You Down",NF,89680,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
18,"Him & I",G-Eazy,88642,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
19,Silence,Marshmello,88570,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
20,"Too Good At Goodbyes","Sam Smith",86764,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
21,"So Far Away","Martin Garrix",86749,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
22,Patsergedrag,"Sevn Alias",84234,https://open.spotify.com/track/4tNpAeDH7S7cJGEo28Ogi4
23,"Op Me Monnie",Frenna,83827,https://open.spotify.com/track/5kvzEqShooIhg1D3KMBa7U
24,Anywhere,"Rita Ora",82456,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
25,Merry,"Nafthaly Ramona",76528,https://open.spotify.com/track/3hHHaTr65mG7bpApRW5CZQ
26,"Shape of You","Ed Sheeran",76519,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
27,"Dusk Till Dawn",ZAYN,75272,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
28,"Feel It Still","Portugal. The Man",74694,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
29,"All Falls Down","Alan Walker",74276,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
30,"Reggaeton Lento",CNCO,70537,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF
